Date Text,Text Text,location,oblast,date,time,timezone,Year,Month,Day,Season,AM_PM
19.07.2023 17:20:16 UTC+03:00,"Підрозділ рф ""Сибирское объединение"" обстрілює українські позиції з РПГ-7 в 3км на схід від Торського, Донецька область.Location: E of Torske, Donetsk Oblast, Ukraine49.052100, 37.987050Source:https://t.me/btr80/8941",e of torske - donetsk oblast - ukraine.,donetsk,2023-07-19,14:20:16,2023-07-19 17:20:16,2023,7,19,Summer,PM
19.07.2023 21:23:27 UTC+03:00,"""Група «Асгард» підрозділу «Очі» 120-го ОРБ у взаємодії з 3-ю ОШБр та начальником РЕБ та КБ 28-ї ОМБр знищує російський танк Т-90 на Бахмутському напрямку за допомогою FPV дрона.""Location: Klishchiivka, Donetsk Oblast, Ukraine48.513321, 37.957620Source:https://t.me/AFUStratCom/19052",klishchiivka - donetsk oblast - ukraine.,donetsk,2023-07-19,18:23:27,2023-07-19 21:23:27,2023,7,19,Summer,PM
20.07.2023 17:37:01 UTC+03:00,"79-та окрема десантно-штурмова бригада застосовує касетні боєприпаси проти російської групи на захід від Петровського району Донецька.Location: W of Petrovskyi District, Donetsk, Ukraine47.968529, 37.528417Source:https://t.me/budem_bambit/2846",w of petrovskyi district - donetsk - ukraine.,,2023-07-20,14:37:01,2023-07-20 17:37:01,2023,7,20,Summer,PM
20.07.2023 20:07:41 UTC+03:00,"Телеканал ""Звезда"" демонструє роботу російського танка Т-90М ""Прорив"" 106-ї дивізії рф в населеному пункті Яковлівка, Донецька область.Location:Yakovlivka, Donetsk Oblast, Ukraine0:01 -48.707505, 38.132472NW of Vesele, Donetsk Oblast, Ukraine0:10 -48.768645, 38.125714Source:https://tvzvezda.ru/news/2023719423-nqV6A.html",yakovlivka - donetsk oblast - ukraine: -.,donetsk,2023-07-20,17:07:41,2023-07-20 20:07:41,2023,7,20,Summer,PM
20.07.2023 23:11:56 UTC+03:00,"Ураження російського 2С5 ""Гіацинт-С"" на південний схід від населеного пункту Володине, Донецька область.Location: SE of Volodyne, Donetsk Oblast, Ukraine47.684391, 36.794814Source:https://t.me/aeronavtyua/649",se of volodyne - donetsk oblast - ukraine.,donetsk,2023-07-20,20:11:56,2023-07-20 23:11:56,2023,7,20,Summer,PM
21.07.2023 18:36:29 UTC+03:00,"Міноборони рф демонструє відео роботи двох САУ ""Мста-С"" на південь від населеного пункту Кремінна, Луганська область.Location: S of Kreminna, Luhansk Oblast, Ukraine49.021762, 38.199522Source:https://t.me/mod_russia/28446",s of kreminna - luhansk oblast - ukraine.,luhansk,2023-07-21,15:36:29,2023-07-21 18:36:29,2023,7,21,Summer,PM
21.07.2023 20:07:29 UTC+03:00,"Аеророзвідка 3ОШБр коригує авіаційний удар з використанням JDAM по росіянам в населеному пункті Кодема, Донецька область.Location: Kodema, Donetsk Oblast, Ukraine48.475046, 38.076260Source:t.me/KRYLA3ab/6",kodema - donetsk oblast - ukraine.,donetsk,2023-07-21,17:07:29,2023-07-21 20:07:29,2023,7,21,Summer,PM
21.07.2023 23:30:14 UTC+03:00,"Міноборони рф демонструє відео роботи двох САУ ""Мста-С"" на південь від населеного пункту Кремінна, Луганська область.p.s. кадри з травня, але згадав я про них сьогодні.Location: S of Kreminna, Luhansk Oblast, Ukraine49.024104, 38.202632Source:https://t.me/mod_russia/26695",s of kreminna - luhansk oblast - ukraine.,luhansk,2023-07-21,20:30:14,2023-07-21 23:30:14,2023,7,21,Summer,PM
22.07.2023 14:06:20 UTC+03:00,"100-та бригада ТрО знищує російську БМП-1 на південь від населеного пункту Діброва, Луганська область.Location: S of Dibrova, Luhansk Oblast, Ukraine48.977664, 38.111485Source:https://t.me/Volyn100obrTrO/749",s of dibrova - luhansk oblast - ukraine.,luhansk,2023-07-22,11:06:20,2023-07-22 14:06:20,2023,7,22,Summer,AM
23.07.2023 15:11:52 UTC+03:00,"54-та окрема механізована бригада знищує польовий склад з боєприпасами на північ від населеного пункту Тополівка, Луганська область.Location: N of Topolivka, Luhansk Oblast, Ukraine48.898383, 38.314649Source:t.me/osirskiy/223",n of topolivka - luhansk oblast - ukraine.,luhansk,2023-07-23,12:11:52,2023-07-23 15:11:52,2023,7,23,Summer,PM
23.07.2023 19:17:49 UTC+03:00,"Himars знищує російський 2С7 ""Піон"" на північний схід від населеного пункту Новогорівка, Запорізька область.Location: NE of Novohorivka, Zaporizhzhia Oblast, Ukraine47.373823, 35.610646Source:https://t.me/riamelitopol/96870",ne of novohorivka - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-07-23,16:17:49,2023-07-23 19:17:49,2023,7,23,Summer,PM
24.07.2023 13:59:30 UTC+03:00,"79-та окрема десантно-штурмова бригада скидами термобаричної гранати та М-67 знищує росіян на південь від Красногорівки, Донецька область.Locaiton: S of Krasnohorivka, Donetsk Oblast, Ukraine47.977602, 37.517662Source:https://t.me/marvel_studi_o/129",nan - nan - nan,,2023-07-24,10:59:30,2023-07-24 13:59:30,2023,7,24,Summer,AM
24.07.2023 15:11:03 UTC+03:00,"Безпілотник EOS коригує вогонь HIMARS по російському ЗРК Бук на південь від населеного пункту Заповітне, Запорізька область.Location: S of Zapovitne, Zaporizhzhia Oblast, Ukraine47.325462, 34.614258Source:https://t.me/serhiyprytula/2473",s of zapovitne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-07-24,12:11:03,2023-07-24 15:11:03,2023,7,24,Summer,PM
24.07.2023 17:45:56 UTC+03:00,"Станом на зараз успіх противника на напрямку Борової за ці кілька днів є дуже загрозливим. Є високий ризик того, що противник зараз перехопить стратегічну ініціативу.Що відбувається?Противник атакував в смузі оборони ОТУ Лиман на різних напрямках весь червень та липень, змушуючи наші оперативно-тактичні резерви кататися і тушити пожежі в усій смузі оборони. Розтягнувши оборону атаками в районі Куп'янська та Серебрянського лісництва, противник здійснив форсування річки в районі Райгородки (на дуже спокійній до того ділянці). Наразі контролює значну територію за річкою.Контрнаступ все ще іде по плану",nan - nan - nan,,2023-07-24,14:45:56,2023-07-24 17:45:56,2023,7,24,Summer,PM
24.07.2023 20:13:32 UTC+03:00,"30-та окрема механізована бригада ФПВ дроном знищує російську РЛС ""Аістьонок"" в населеному пункті Соледар, Донецька обаласть.Location: Soledar, Donetsk Oblast, Ukraine48.705452, 38.065754Source:https://t.me/osirskiy/228",soledar - donetsk oblast - ukraine.,donetsk,2023-07-24,17:13:32,2023-07-24 20:13:32,2023,7,24,Summer,PM
24.07.2023 23:39:57 UTC+03:00,"Якою є задачі та мета противника на цьому театрі дій?Противник вклинюється в нашу оборону з найближчим завданням дійти до нашої умовної лінії оборони Копанка-Новосергіївка, там є ряд панівних висот. В разі успіху противник, нарощуючи зусилля ,буде намагатись рухатись в бік Борової.Вихід та взяття Борової є достатньою умовою для поступового залишення силами оборони всього лівобережжя Осколу.Це є найбільш апокаліптичний сценарій. Скоріш за все противник так чи інакше буде зупинений, бо угруповання, яке він зосередив, є недостатнім для виконання тих завдань, які він собі ставить, а у нас є чим його перекривати.Головне тут все ж таки ініціатива і час. На відміну від Бахмуту — час тут грає не на нас",nan - nan - nan,,2023-07-24,20:39:57,2023-07-24 23:39:57,2023,7,24,Summer,PM
25.07.2023 11:07:50 UTC+03:00,"45-та окрема артилерійська бригада знищує російську ЗРК ""Стрела-10"" на схід від населеного пункту Красна Гора, Донецька область.Location: Krasna Hora, Donetsk Oblast, Ukraine48.662278, 38.035890Source:https://www.youtube.com/watch?v=lhHFDox1yJ0",krasna hora - donetsk oblast - ukraine.,donetsk,2023-07-25,08:07:50,2023-07-25 11:07:50,2023,7,25,Summer,AM
25.07.2023 14:58:33 UTC+03:00,"Міноборони рф демонструє кадри роботи Т-90М ""Прорив"" в населеному пункті Діброва, Луганська область.Location: Dibrova, Luhansk Oblast, Ukraine49.007717, 38.112036Source:https://t.me/mod_russia/28602",dibrova - luhansk oblast - ukraine.,luhansk,2023-07-25,11:58:33,2023-07-25 14:58:33,2023,7,25,Summer,AM
25.07.2023 17:46:05 UTC+03:00,"БПЛА ""Ланцет"" 14 СпН рф влучає в український танк в населеному пункті Веселий Гай, Донецька область.Location: Veselyi Hai, Donetsk Oblast, Ukraine47.900011, 37.261399Source:https://t.me/voin_dv/3923",veselyi hai - donetsk oblast - ukraine.,donetsk,2023-07-25,14:46:05,2023-07-25 17:46:05,2023,7,25,Summer,PM
25.07.2023 19:09:52 UTC+03:00,"Підрозділ ""Flying Skull"" коригує знищення російської гаубиці 2А36 ""Гіацинт-Б"" на південь від населеного пункту Мирне, Запорізька область.Location: S of Myrne, Zaporizhzhia Oblast, Ukraine47.341434, 35.712868Source:https://t.me/flyingskull/24",s of myrne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-07-25,16:09:52,2023-07-25 19:09:52,2023,7,25,Summer,PM
26.07.2023 13:11:46 UTC+03:00,"72-га бригада ФПВ дроном знищує російський танк разом з екіпажем на північний схід від населеного пункту Кирилівка, Донецька область.Location: NE of Kyrylivka, Donetsk Oblast, Ukraine47.693296, 37.328278Source:https://t.me/ombr72/9350",ne of kyrylivka - donetsk oblast - ukraine.,donetsk,2023-07-26,10:11:46,2023-07-26 13:11:46,2023,7,26,Summer,AM
26.07.2023 14:31:13 UTC+03:00,"Підрозділ ""Сибирское объединение"" обстрілює українські позиції на схід від населеного пункту Торське, Донецька область.Location: E of Torske, Donetsk Oblast, Ukraine49.018131, 37.988353Source:https://t.me/btr80/9141",e of torske - donetsk oblast - ukraine.,donetsk,2023-07-26,11:31:13,2023-07-26 14:31:13,2023,7,26,Summer,AM
26.07.2023 16:15:13 UTC+03:00,"Бійці 3-ого окремого полку СпП беруть в полон росіян в населеному пункті Старомайорське, Донецька область.Location: Staromaiorske, Donetsk Oblast, Ukraine0:34 -47.755773, 36.800659Source:https://t.me/AFUStratCom/19150",staromaiorske - donetsk oblast - ukraine: -.,donetsk,2023-07-26,13:15:13,2023-07-26 16:15:13,2023,7,26,Summer,PM
