Date Text,Text Text
28.07.2023 15:39:15 UTC+03:00,"1-й механізований батальйон Легіону Вільної Росії знищує САУ 2С1 ""Гвоздика"" в населеному пункті Зайцеве, Донецька область.Location: Zaitseve, Donetsk Oblast, Ukraine48.406302, 38.028638Source:https://t.me/legionoffreedom/916"
28.07.2023 17:43:16 UTC+03:00,"Працює СБУ.Location:Staromlynivka, Donetsk Oblast, Ukraine0:15-0:18 -47.681818, 36.829937W of Novopetrykivka, Donetsk Oblast, Ukraine0:24-0:27 -47.642532, 36.903443N of Heorhiivka, Donetsk Oblast, Ukraine0:28-0:32 -47.668044, 36.897937NW of Orlynske, Donetsk Oblast, Ukraine0:48-0:60 -47.662501, 36.754511Source:https://t.me/SBUkr/9084"
28.07.2023 20:17:04 UTC+03:00,"Російський пропагандист демонструє зайняту українську позицію під назвою ""Ріг"" за річкою Жеребець на південний захід від населеного пункту Карамзинівка, Луганська область.Location: SW of Karmazinivka, Luhansk Oblast, Ukraine49.293366, 38.003482Source:https://t.me/maximgrigoryev/3552"
30.07.2023 14:02:04 UTC+03:00,"Підрозділ рф ""Чёрные гусары"" обстрілюють українські позиції з ТОС-1А ""Сонцепек"" на схід від населеного пункту Новоєгорівка, Луганська область. Дата публікації 29.07.2023.Location: S of Novoiehorivka, Luhansk Oblast, Ukraine49.330200, 37.972670Source:t.me/btr80/9236"
30.07.2023 15:54:31 UTC+03:00,"Підрозділ ССО ФПВ дроном знищує розвідувальний комплекс в населеному пункті Олешки, Херсонська область.Location: Oleshky, Kherson Oblast, Ukraine46.632065, 32.771899Source:https://t.me/wild_hornets/194"
30.07.2023 23:39:01 UTC+03:00,"Обстріл українських позицій поблизу кордону на південний схід від населеного пункту Стукалівка, Сумська область.Location: SE of Stukalivka, Sumy Oblast, Ukraine51.200591, 34.280528Source:https://t.me/voenkorKotenok/49504"
31.07.2023 10:28:43 UTC+03:00,"Український ФПВ дрон робить скид на російські позиції на північний схід від населеного пункту Урожайне, Донецька область.Location: NE of Urozhaine, Donetsk Oblast, Ukraine47.757265, 36.855704Source:https://t.me/wild_hornets/197"
31.07.2023 21:42:23 UTC+03:00,"6-й зведений загін ударних БпАК ""ВІЙ"" ФПВ дроном знищує російський комплекс спостереження в населеному пункті Пороз, Бєлгородська область.Location: Poroz, Belgorod Oblast, Russia50.577625, 35.451246Source:https://www.facebook.com/6taskforce/videos/343617401322484/"
01.08.2023 11:38:19 UTC+03:00,"Батальйон спеціального призначення НГУ ""Донбас"" обстрілює російські позиції в Кремінському лісі, Луганська область.Location: SE of Kuzmine, Luhansk Oblast, Ukraine48.971455, 38.193586Source:https://t.me/ngu_war_for_peace/11835"
01.08.2023 15:55:51 UTC+03:00,"БПЛА ""Ланцет"" влучає в макет ЗРК ""Iris-T"" поблизу населеного пункту Мирне, Херсонська область.Location: near Myrne, Kherson Raion, Kherson Oblast, Ukraine46.701139, 32.2454914Source:https://t.me/warhistoryalconafter/114559"
01.08.2023 21:40:19 UTC+03:00,"Українська артилерія обстрілює російську колону в населеному пункті Завітне Бажання, Донецька область.Location: Zavitne Bazhannia, Donetsk Oblast, Ukraine47.726602, 36.804054Source:https://t.me/aeronavtyua/794"
02.08.2023 00:19:01 UTC+03:00,"Три російські гелікоптери обстрілюють українські позиції на північний захід від населеного пункту Кліщіївка, Донецька область.Location:NW of Kodema, Donetsk Oblast, Ukraine0:01-0:15 -48.492863, 38.077712NW of Klishchiivka, Donetsk Oblast, Ukraine0:15-0:37 -48.542643, 37.924886Source:t.me/Ukr_G_M/23369"
02.08.2023 10:42:55 UTC+03:00,"Український ФПВ дрон атакує позицію 120-го міномета в населеному пункті Завітне Бажання, Донецька область.Location: Zavitne Bazhannia, Donetsk Oblast, Ukraine47.720255, 36.818620Source:https://t.me/horticka_varta/825"
02.08.2023 18:10:18 UTC+03:00,"Артилеристи 11 бригади НГУ обстрілюють російські позиції з МТ-12 ""Рапіра"" в населеному пункті Кардашинка, Херсонська область.Location: Kardashynka, Kherson Oblast, Ukraine46.549042, 32.579318Source:https://t.me/ngu_war_for_peace/11845"
02.08.2023 21:48:37 UTC+03:00,"БПЛА ""Ланцет"" атакує пускову установку ЗРК ""Iris-T"" на північний захід від населеного пункту Надеждівка, Херсонська область.Loacation: NW of Nadezhdivka, Kherson Oblast, Ukraine46.717370, 32.353388Source:https://t.me/milinfolive/104508"
02.08.2023 22:52:40 UTC+03:00,"Підрозділ ""Shadow"" коригує роботу Himars, який пошкоджує БМ-21 ""Град"" та вантажівку на південний захід від населеного пункту Оленівка, Донецька область.Location: SW of Olenivka, Donetsk Oblast47.808826, 37.635324Source:https://t.me/pidrozdilshadow/46"
02.08.2023 23:40:18 UTC+03:00,"92-га окрема механізована бригада знищує російський танк в населеному пункті Новоселівське, Луганська область.Location: Novoselivske, Luhansk Oblast, Ukraine49.517255, 37.958098Source:https://t.me/novinach/38656"
